,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CYREN,873.9687404223282,0.050141757537531834,0.011529582934538297,4.34896542418078,1.3678127311603488e-05,0.0010144764088626185
ABCG1,1140.63746440816,-0.22359474303329713,0.05156368682323905,-4.336283086191696,1.4491229251340737e-05,0.0010662093703217804
DOCK5,15847.766805583438,-0.1861806278679713,0.04294713343387383,-4.335111868517037,1.4568601476661737e-05,0.0010662093703217804
STX6,2546.699787984211,-0.09057446718982934,0.020924551725203196,-4.328621629716169,1.5004545977815098e-05,0.0010908897210581228
IL1R2,2508.6444835200573,-0.21697389607123324,0.05026563041801886,-4.316545804097863,1.5848980528292974e-05,0.001115586521134813
LTB4R,1480.6569227441867,-0.16257582835638285,0.03765869823501023,-4.317085719262613,1.5810277145561803e-05,0.001115586521134813
RNF11,6609.966349888703,0.2860045737913415,0.06618329177050498,4.321401461611815,1.5504128834990374e-05,0.001115586521134813
STAT3,7066.848489840403,-0.16970201155701528,0.03929371948828063,-4.318807528710256,1.5687451528322467e-05,0.001115586521134813
DHX8,2891.881825517565,-0.08715960244181463,0.020179188622311973,-4.319281814207481,1.5653778401015344e-05,0.001115586521134813
NT5C2,6912.583701963597,-0.13512974492926771,0.03133309927539173,-4.312683649376344,1.6128481363105482e-05,0.0011280749844536626
RBM23,4128.504855795371,-0.11634019416862633,0.02706578957240879,-4.2984223259913685,1.7201816221977058e-05,0.0011394429276716563
TPST1,482.3015010519953,-0.26979588271991556,0.06274278193789154,-4.300030607297328,1.7077452180758748e-05,0.0011394429276716563
SPEN,6054.3347616224855,-0.07882680691757392,0.018312651995822393,-4.304499803499593,1.673634409282663e-05,0.0011394429276716563
NHLRC4,84.72651283642678,0.16119732129141762,0.03746312509141108,4.3028263365133474,1.686330266804781e-05,0.0011394429276716563
PDK3,1946.2414911839119,-0.12087738676805396,0.028122784596737293,-4.298201209494658,1.721898189495671e-05,0.0011394429276716563
HAL,2709.9208487515366,-0.1891032882123246,0.043981553721076816,-4.29960454356806,1.711031485203391e-05,0.0011394429276716563
SORL1,75720.41183611735,-0.17827276935659142,0.041408998023531804,-4.3051698390596895,1.668576726007029e-05,0.0011394429276716563
AVIL,732.8024184645432,-0.20783132679625776,0.04827671321347116,-4.305001582797571,1.6698454168693798e-05,0.0011394429276716563
SP110,5370.7153950726115,-0.1580788799471983,0.03670372806906809,-4.306888925553549,1.6556669507891918e-05,0.0011394429276716563
NCF2,23904.885837838614,-0.14564638279002504,0.03391184735725955,-4.2948525114438025,1.74809512314918e-05,0.001149892809876285
OGA,17514.30583381581,-0.08891659762281282,0.020715781818389258,-4.292215394153367,1.768992186664314e-05,0.0011567534115282448
BCL6,6006.3609503034895,-0.2259671739059393,0.05268364999434326,-4.2891328510876106,1.7937206197578337e-05,0.0011660239158202248
BTNL8,727.5351289469969,-0.21509646082281664,0.050210941301500424,-4.283856371686643,1.8368151178922463e-05,0.00118705519694896
CLIP1,2877.6364530306005,-0.0959668585182551,0.022412829841186956,-4.281782318353281,1.8540230642454454e-05,0.0011912098187776988
AREL1,4487.669666635815,-0.11909541970759682,0.027847287947818638,-4.276733157310061,1.8965590826128218e-05,0.0012071184943565237
CPQ,3971.69030359838,-0.14912472679340827,0.03487273464039996,-4.276255600002408,1.900629970301648e-05,0.0012071184943565237
OSBPL2,3838.0354347398306,-0.13183022807389402,0.03084010156053826,-4.274636638764465,1.914492659100348e-05,0.00120897476432674
MAPK1,12232.422317976007,-0.10243498174008611,0.02398231576669688,-4.271271495905028,1.9436161309357458e-05,0.001209020273090514
ACOX1,5920.883357288489,-0.1634584837147869,0.038273151294992126,-4.270839431405135,1.947385834857583e-05,0.001209020273090514
BASP1,6520.528991342796,-0.21747900469351647,0.050895142644856846,-4.273079775236538,1.927914416914558e-05,0.001209020273090514
CD53,13283.582290950584,-0.08124843932576535,0.019054289233142594,-4.264049859411374,2.0075461654233945e-05,0.0012187461366357
PGM1,814.9165683140793,-0.09533201962334592,0.022364807744201402,-4.2625906161908755,2.0207051382536438e-05,0.0012187461366357
C9orf40,260.9954884324288,0.17794969165952546,0.04172553991597002,4.264766663724273,2.0011121863963e-05,0.0012187461366357
AP1G1,4456.552865252381,-0.07110939980450452,0.016683965517969516,-4.262140180517391,2.0247835794741983e-05,0.0012187461366357
TOR1AIP2,4017.738614781146,-0.06883194087713373,0.016151472948347113,-4.261651002187869,2.029221691620386e-05,0.0012187461366357
PHTF1,1129.76307742411,-0.10775323490826577,0.02525018341133002,-4.267423850074521,1.9774323807672476e-05,0.0012187461366357
RALGAPA2,5706.933494090863,-0.15044173756494833,0.035329824520680224,-4.258207891094609,2.060722669441416e-05,0.001230975471351194
SAP30L,1918.4481333337765,-0.06607434634268129,0.01553351002974275,-4.2536648971266375,2.1029994406933477e-05,0.0012494756354356014
QPCT,2504.523982192545,-0.20963307124333483,0.04936134162588972,-4.246907890635282,2.1674101122182577e-05,0.0012740451675597854
IFNAR1,5227.383702613157,-0.1108024076692006,0.026084623892706275,-4.247805455235371,2.1587472502668236e-05,0.0012740451675597854
GFUS,751.6521939837324,0.23724419152356893,0.055920374456099424,4.242535816884035,2.2100825530219164e-05,0.0012922551478013332
RPGR,1456.69981842723,-0.13651708591191505,0.03222842050187888,-4.235922325264319,2.2761545644465037e-05,0.0012965868088504284
IGF2R,34459.81608497686,-0.21648189427001402,0.05110161019843621,-4.236302798079711,2.272303040700115e-05,0.0012965868088504284
RALB,4092.9644748981596,-0.1541510852857181,0.036375678223027307,-4.2377515091425595,2.25769444234932e-05,0.0012965868088504284
ABCA1,4718.6592581512705,-0.22431021832286854,0.05291171146683921,-4.239330237190457,2.2418765615350948e-05,0.0012965868088504284
NFYA,1906.3250234346744,-0.07096693992998937,0.016744760893286793,-4.238157856194948,2.2536129748410223e-05,0.0012965868088504284
USP10,3430.562617573309,-0.12325822095584037,0.029138017800494274,-4.2301511997068495,2.335342907032515e-05,0.0013234807418264782
GMPR2,2011.1736434119236,-0.09546026318114302,0.022574109283810196,-4.228749935644444,2.349933604600766e-05,0.0013249549114511768
KLHL2,3228.540257053338,-0.14356333169156787,0.03396943277507576,-4.22625048354955,2.376174813629972e-05,0.0013262175689608495
PPP1R12B,5896.318347089087,-0.1884215284404521,0.044575410635774755,-4.227028439065712,2.367977487363369e-05,0.0013262175689608495
USP9X,7712.947841670002,-0.09474181459512289,0.022439137165504237,-4.222168343476674,2.4196327982904104e-05,0.0013436865353722274
EXTL3,2615.903635410083,-0.16332091834093376,0.038700584730754446,-4.220115005423844,2.4417772136456485e-05,0.001349203999399903
BST1,1807.194265717749,-0.1625702463283528,0.03854959171997815,-4.217171676142591,2.473856345037826e-05,0.0013601286800503988
MINPP1,291.2497482519603,0.15690150984937798,0.03733777961876781,4.202218542489643,2.6431177546081385e-05,0.0014110673577862095
UROS,669.9459799806184,0.06687461460004145,0.015901247474421315,4.205620641249418,2.6036665449835954e-05,0.0014110673577862095
NUB1,2205.396298615853,-0.10930575725552981,0.02599970548216118,-4.204115209325208,2.621054164011164e-05,0.0014110673577862095
JDP2,1025.0939123536018,-0.14140420989190794,0.033649274331254676,-4.202295969294249,2.6422136146878323e-05,0.0014110673577862095
ZNF487,432.9069994395081,-0.11850616942736523,0.028177198793218193,-4.205747004769253,2.6022120576855486e-05,0.0014110673577862095
JAK1,14237.902994511069,-0.09948096501819557,0.02366708423560566,-4.203346894271523,2.6299706483871218e-05,0.0014110673577862095
NIBAN1,22962.36963740086,-0.19131261158338148,0.045593671845661876,-4.196034314388838,2.7162911154633217e-05,0.0014431602460089025
ARL11,1822.3402750929065,-0.1315024958146262,0.03140463103251034,-4.187360000456421,2.8221799453867303e-05,0.0014822424042775762
PTPRE,9344.585372321288,-0.12565455138076853,0.030008067888056628,-4.187358941252586,2.8221931117056267e-05,0.0014822424042775762
GFER,189.83571518923313,0.09715938772127469,0.023206539174339406,4.186724568939971,2.8300891077962953e-05,0.0014822424042775762
SLC25A20,1005.7282721733941,-0.1371108781338174,0.03277543862931962,-4.183342279091983,2.872544017051416e-05,0.0014903018442147
MBNL3,18248.80676364918,0.28172013632578463,0.06733967369236768,4.183568480191715,2.8696859262863882e-05,0.0014903018442147
UIMC1,2802.553858880125,-0.09644334313498389,0.023059962389473884,-4.182285361358921,2.8859342562840086e-05,0.0014903018442147
HLX,544.2911812839819,-0.1872784548524021,0.044816062534217084,-4.178824382651085,2.9301983680095207e-05,0.0015061219611568937
YWHAB,8338.09875516192,-0.08181857130166327,0.01958849081258994,-4.176869575326178,2.9554837306313777e-05,0.0015120856808892294
LBR,9389.826754932723,-0.1362737812079302,0.03265365876966562,-4.173308178700174,3.002084265041642e-05,0.0015288494568191332
SIPA1L1,5586.129270093757,-0.160064203367008,0.03836930383533719,-4.171673378644749,3.0237085459012407e-05,0.0015327983092089273
TADA2B,1925.5782958759808,-0.07855152269836911,0.018868253075176616,-4.163158210004761,3.138757241392964e-05,0.0015743130588957966
